Price,Open,High,Low,Close,Volume
Ticker,BMRI.JK,BMRI.JK,BMRI.JK,BMRI.JK,BMRI.JK
Date,,,,,
2015-06-30,1562.5105536161964,1570.2266551155356,1535.504198368509,1550.9364013671875,66377600
2015-07-01,1562.5104675292966,1562.5104675292966,1539.3621643066406,1543.22021484375,68338800
2015-07-02,1527.7881986177886,1566.3687086838943,1527.7881986177886,1554.7945556640625,88189600
2015-07-03,1562.5104614557738,1574.084613022113,1543.2202088452088,1570.2265625,44312000
2015-07-06,1547.0780742654872,1558.6522244470245,1527.7878239629251,1531.6458740234375,40962400
2015-07-07,1550.936448872383,1566.36865234375,1543.2203471366995,1566.36865234375,76844800
2015-07-08,1543.2201289651382,1550.936229609964,1527.7879276754868,1535.5040283203125,68092000
2015-07-09,1527.787841796875,1543.2200422190656,1516.213691480232,1527.787841796875,67824800
2015-07-10,1539.3621643066406,1550.9363159179686,1535.5041137695312,1543.22021484375,93061200
2015-07-13,1543.220299867848,1554.794452116857,1539.3622491181786,1550.9364013671875,121620800
2015-07-14,1558.6525692033179,1574.0847728587962,1554.7945182894482,1562.5106201171875,93382000
